course,normalizedDifficulty
COMM    121,5.594200749896805
COMM    122,5.877573489277857
COMM    123,6.8629376715881625
COMM    124,5.871701000592125
COMM    126,5.880358279849308
COMM    127,3.984758112469696
COMM    128,5.224174233607526
COMM    130,6.673964172411697
COMM    131,6.1703867195328765
COMM    132,8.292766655180815
COMM    133,6.415596292405701
COMM    134,8.530744649453226
COMM    136,3.954073349839081
COMM    137,6.05429584067007
COMM    138,7.454968852150062
COMM    139,8.46564217879557
COMM    142,5.897445469833043
COMM    143,4.826316398842001
COMM    144,4.445478886083757
COMM    145,7.931736291686183
COMM    146,5.302504912827935
COMM    148,7.3063000815983
COMM    149,7.535281958472452
COMM    150,5.375152989689988
COMM    151,5.980643064862854
COMM    152,6.443186006127646
COMM    153,4.856603959980624
COMM    154,7.082664055356667
COMM    155,7.792896522095612
COMM    156,6.317989174990583
COMM    160B,3.919942803736009
COMM    160CL,8.554623984502527
COMM    160CM,6.129978015003616
COMM    160CP,4.026986562012164
COMM    160CS,3.996324168849772
COMM    160DD,6.938066250297731
COMM    160DI,4.891540310478822
COMM    160DM,5.321193739321949
COMM    160DS,5.148956125241265
COMM    160EC,5.437784528413579
COMM    160FC,5.097027065636526
COMM    160HC,5.210046233302172
COMM    160IC,5.228192300717904
COMM    160JW,9.20611437863998
COMM    160MC,7.073247245772849
COMM    160MH,6.106646599583595
COMM    160MS,6.137932560458163
COMM    160MT,5.782954205479804
COMM    160NT,7.434583278161511
COMM    160PD,3.7986012450074416
COMM    160PF,5.777001824527427
COMM    160RC,5.492478015003616
COMM    160SC,5.613170912114415
COMM    160SM,6.53581134833695
COMM    160TS,8.998493052597603
COMM    160UC,5.201853015003618
COMM    160UT,3.146825841090572
COMM    160WA,6.579957489552057
COMM    162,5.314381985621429
COMM    163,5.275822282418103
COMM    164,3.9582420067475192
COMM    166,6.463568492310841
COMM    168,5.227865599447428
COMM    169,5.908826699707585
COMM    170,6.783700198193368
COMM    174,7.513443074809402
COMM    175AD,3.7592050681437135
COMM    175CC,2.342478015003617
COMM    175FM,2.7655549380805406
COMM    175GN,2.742478015003617
COMM    175GW,3.062478015003617
COMM    175IP,4.57345627587318
COMM    175LE,5.459144681670282
COMM    175MT,4.592478015003616
COMM    175NG,7.222204905759919
COMM    175PF,5.342478015003618
COMM    175SC,2.964538445792496
COMM    175SX,2.893202652684777
COMM    175UT,6.628192300717903
COMM    175WA,4.809144681670283
COMM    176,4.820657360179184
COMM    177,4.573140314136692
COMM    178,6.707282544920906
COMM    179,6.554255012100655
COMM    180,3.327738893830672
COMM    181A,2.432364892831671
COMM    181B,2.788268831330148
COMM    181C,2.4299780150036168
COMM    182,4.144847173291026
COMM    183,5.997794267639053
COMM    184,6.998931369142627
COMM    185,4.847035214338117
COMM    186,6.257970972750095
COMM    188,3.316503989029593
COMM    191,3.265474073311915
COMM    194,2.397023469549072
COMM    197,10.0
COMM    199,3.0567637292893317
COMM    199RA,2.421232610043423
COMM    200,3.2500602145501025
COMM    201,4.259144681670286
COMM    204A,2.718989004014606
COMM    204B,4.188489919765521
COMM    204C,3.014898649924252
COMM    204M,2.563311348336951
COMM    205,2.8424780150036173
COMM    206,2.967478015003617
COMM    207,3.484622907148509
COMM    211,2.342478015003617
COMM    212,3.0091446816702847
COMM    213,3.2633647671403687
COMM    214,5.217147327172928
COMM    217,3.6514065864321874
COMM    222,2.9853351578607583
COMM    222A,3.398033570559171
COMM    224,3.0980335705591715
COMM    228,3.024296196821796
COMM    229,2.342478015003617
COMM    234,2.604978015003617
COMM    251,2.342478015003617
COMM    253,2.6639065864321894
COMM    255,2.342478015003617
COMM    280,3.406466110241712
COMM    500,10.0
COMM    501,10.0
COMM    505,10.0
COMM    593A,2.529978015003617
COMM    594,3.042503782886527
COMM    594CE,2.977894681670284
COMM    594CM,3.337187009712611
COMM    594DD,2.342478015003617
COMM    594EM,3.913906586432187
COMM    594GC,2.342478015003617
COMM    594MD,3.425811348336951
COMM    594MS,2.979978015003618
COMM    594SC,2.967478015003617
COMM    594TO,2.642478015003617
COMM    595,10.0
COMM    596A,10.0
COMM    597,10.0
COMM    598,10.0
COMM    599,10.0
COMM W  107,4.5939628705795705
COMM W  113,3.997883420409016
COMM W  146,4.342750679654806
COMM W  188,5.154517755988886
DANCE    20,4.797023469549071
DANCE    35,5.408511172362142
DANCE    36,6.55629430776093
DANCE    40,3.733020343045945
DANCE    41,4.029531586432188
DANCE    42A,3.632292829818432
DANCE    42B,3.7857134432572983
DANCE    42C,3.868990911829015
DANCE    42D,4.432485051826443
DANCE    42E,4.434437987398372
DANCE    42F,5.274322737349984
DANCE    43A,3.8241446816702833
DANCE    43B,3.464376366205697
DANCE    43C,3.531091268860559
DANCE    44A,4.483179985446968
DANCE    44B,3.4456493460047826
DANCE    44C,3.0174780150036167
DANCE    44D,4.038150860676463
DANCE    44E,3.597050037244812
DANCE    44F,4.248181755707359
DANCE    45,6.358706415456841
DANCE    46,3.092478015003612
DANCE    47A,4.427543602682818
DANCE    47B,5.411529502785381
DANCE    47C,4.676659990107334
DANCE    47D,4.438274776789642
DANCE    47E,4.352076306384674
DANCE    47F,4.25763387167667
DANCE    50,4.105211804171458
DANCE    51,4.081482789859523
DANCE    56A,4.844346282184582
DANCE    56B,4.88370549387219
DANCE    56C,4.327666986361898
DANCE    56D,4.295422492412637
DANCE    56E,4.373150738249869
DANCE    56F,4.114187475620972
DANCE    60,4.17835529561774
DANCE    70,2.6674780150036166
DANCE    82AR,3.925811348336949
DANCE    82BX,3.6245547345803377
DANCE    82C,3.378192300717901
DANCE    82JZ,2.342478015003617
DANCE    82MX,2.694329866855468
DANCE    82TP,3.175811348336949
DANCE    94,2.622851743442361
DANCE    99,3.842478015003617
DANCE   120,3.398033570559171
DANCE   142M,4.509144681670285
DANCE   143A,2.6674780150036166
DANCE   145A,6.009144681670284
DANCE   145B,5.411741235443307
DANCE   145D,8.313066250297735
DANCE   145E,6.278442927284319
DANCE   145G,3.61333585814087
DANCE   145H,3.63659566206244
DANCE   145W,4.667897928423528
DANCE   147A,4.24704437866869
DANCE   147B,4.413942208845809
DANCE   147C,4.163784245005499
DANCE   147D,3.739548558096887
DANCE   147E,4.114482372302092
DANCE   147F,3.289700237225839
DANCE   147PA,4.00518685507047
DANCE   147PB,4.160404876471668
DANCE   147PC,3.459188058831627
DANCE   147S,3.558168401006504
DANCE   149,2.4354623237821067
DANCE   151A,3.607589097988003
DANCE   151B,3.0650039282029047
DANCE   151C,2.5107930333186355
DANCE   151DA,3.144852638430873
DANCE   151DB,2.342478015003617
DANCE   151DC,2.6723391261147285
DANCE   151T,2.342478015003617
DANCE   156A,3.763409435439207
DANCE   156B,3.9051470575530263
DANCE   156C,3.8291214661417152
DANCE   156D,3.422196960088538
DANCE   156E,3.3864997918378936
DANCE   156F,3.095167126966922
DANCE   156S,2.580206952732554
DANCE   158,2.342478015003617
DANCE   163,3.181183753709355
DANCE   164,2.762932560458162
DANCE   165,5.142480472126817
DANCE   167A,2.5155549380805398
DANCE   167B,4.696644681670284
DANCE   171,3.61761537764098
DANCE   182AR,3.913906586432187
DANCE   182BX,3.4424780150036165
DANCE   182C,2.383018555544156
DANCE   182JZ,2.9424780150036174
DANCE   182MX,2.4996208721464748
DANCE   186,2.442478015003617
DANCE   189,4.550919573445176
DANCE   190,2.360900768720488
DANCE   191,2.373090259901576
DANCE   194,2.867290128177799
DANCE   195,3.0385007422763457
DANCE   199,2.5152052877308897
DANCEW   36,7.916034446450372
DYNS    592,10.0
DYNS    596,10.0
DYNS    599,10.0
EACS      3,6.072456288152836
EACS      4A,6.548908929269676
EACS      4B,6.486816985480155
EACS      5,5.704077642707367
EACS      7,6.645530340585014
EACS     14,5.874340760101656
EACS     21,6.004016521604163
EACS     23,7.232689655215256
EACS     30,8.003768337584258
EACS     40,7.272267287034269
EACS     47,5.209942987307299
EACS     80,6.756486436215586
EACS     99RA,2.342478015003617
EACS    103A,6.631662967981673
EACS    103B,6.186071104920236
EACS    103C,6.531382166407769
EACS    109A,3.779978015003617
EACS    109B,4.314729415563839
EACS    128,6.194329866855467
EACS    130,8.575453964003906
EACS    136,6.177814553465154
EACS    140,5.783162056838973
EACS    141,5.946843094368695
EACS    142,4.342478015003616
EACS    150,7.946955626943914
EACS    156A,8.745255792781393
EACS    164B,10.0
EACS    165,5.86141740894301
EACS    166,5.891773789651504
EACS    171,6.227537886905596
EACS    179,7.35063018891666
EACS    180,7.382478015003614
EACS    181AA,5.962478015003618
EACS    181BC,7.092478015003615
EACS    181EC,4.59247801500362
EACS    181GL,5.598850564023223
EACS    181ML,5.998728015003618
EACS    181TC,7.436228015003616
EACS    186,8.126351340791203
EACS    200AS,2.811228015003617
EACS    212,3.0772663747919764
EACS    215,3.1781356113754984
EACS    218,3.638774311299912
EACS    242,2.342478015003617
EACS    260,2.7758113483369504
EACS    268,3.642478015003616
EACS    596,2.529978015003617
EACS    597,10.0
EACS    598,10.0
EACS    599,10.0
EARTH     2,7.95181921416652
EARTH     2H,2.592478015003617
EARTH     3,9.163387638887157
EARTH     3H,4.009144681670284
EARTH     4,6.920239355294666
EARTH     4H,2.9733453619423926
EARTH     6,4.913049680498052
EARTH     7,8.046976809560366
EARTH     8,7.866676349563793
EARTH     9,9.100402052984604
EARTH    10,7.219188767529528
EARTH    11,5.398019832597024
EARTH    18,10.0
EARTH    19,10.0
EARTH    20,6.62886682998259
EARTH    30,9.49960653005012
EARTH    30H,2.4281923007179027
EARTH    99,2.342478015003617
EARTH   100,7.790563789113174
EARTH   102A,5.725207091482694
EARTH   102AL,4.242478015003616
EARTH   102C,6.240657554762104
EARTH   103,8.621390382712317
EARTH   104A,7.640429674960555
EARTH   104B,6.028061291376368
EARTH   104G,10.0
EARTH   105,7.400473215776902
EARTH   106,4.546849635446666
EARTH   107,6.067830127679672
EARTH   109,5.36503009833695
EARTH   111,9.845347351843554
EARTH   111L,4.43558164748225
EARTH   113,6.166315288840892
EARTH   114,8.175753442710185
EARTH   115,5.898139105002942
EARTH   117,7.093386587821614
EARTH   118,5.848105720631323
EARTH   120,7.342478015003617
EARTH   121,8.834198794224395
EARTH   122,7.667844409365249
EARTH   122L,6.6758113483369526
EARTH   123,7.494840513200161
EARTH   124G,4.977867625393227
EARTH   124I,6.89238026757131
EARTH   124IG,6.473984101509704
EARTH   124T,5.939880612406215
EARTH   125,3.706632448706922
EARTH   126,3.771049443575049
EARTH   127,2.342478015003617
EARTH   130,7.239145387672645
EARTH   131,4.819683897356558
EARTH   133,8.746324168849771
EARTH   134,6.63559643638428
EARTH   135,5.545282200650941
EARTH   136,6.668757775510015
EARTH   141,7.306912018500121
EARTH   141L,6.241552089077691
EARTH   143,7.968546391071993
EARTH   144,5.200197313249232
EARTH   148,9.608705829057518
EARTH   149,10.0
EARTH   150,4.736228015003617
EARTH   157,6.391378840055758
EARTH   158,4.404978015003618
EARTH   160,10.0
EARTH   161,3.025404844271908
EARTH   163,6.56470023722584
EARTH   164B,5.775040806006306
EARTH   168,8.53282636061512
EARTH   169,7.309963452271663
EARTH   173,9.688930466061333
EARTH   175,6.46287935279626
EARTH   176,6.077974728435112
EARTH   177,6.963644356783994
EARTH   182A,2.342478015003617
EARTH   182B,2.342478015003617
EARTH   185,6.154016476542078
EARTH   186,3.398033570559171
EARTH   187,2.342478015003617
EARTH   189,4.842478015003617
EARTH   192,10.0
EARTH   194,8.95706134833695
EARTH   194BG,2.342478015003617
EARTH   194DE,2.342478015003617
EARTH   194DL,3.689328094748433
EARTH   194EK,2.748728015003617
EARTH   194GC,2.342478015003617
EARTH   194GM,3.553004330793092
EARTH   194ML,5.042039418512388
EARTH   194TT,2.342478015003617
EARTH   196HA,3.42581134833695
EARTH   196HB,4.699620872146474
EARTH   196HC,3.271049443575045
EARTH   198,7.342478015003617
EARTH   199,3.074916031532543
EARTH   199RA,2.436228015003617
EARTH   200,2.8424780150036173
EARTH   201A,3.0885247923003947
EARTH   201B,3.33576250828811
EARTH   201C,3.1416220286696896
EARTH   202,2.6924780150036174
EARTH   205,2.342478015003617
EARTH   206,2.402478015003617
EARTH   208,3.68692245944806
EARTH   215,2.8924780150036176
EARTH   217,4.396049443575047
EARTH   224G,2.342478015003617
EARTH   224I,5.86033515786076
EARTH   224IG,2.497239919765522
EARTH   227,2.4333871059127063
EARTH   231,2.342478015003617
EARTH   232,3.191909833185436
EARTH   236,2.342478015003617
EARTH   245,3.663906586432189
EARTH   252,7.342478015003617
EARTH   254,10.0
EARTH   255,7.342478015003617
EARTH   256,3.817478015003617
EARTH   259,3.0924780150036164
EARTH   260,10.0
EARTH   264,2.342478015003617
EARTH   266,3.7245960705591727
EARTH   268,10.0
EARTH   270,3.230874072351287
EARTH   270CJ,2.342478015003617
EARTH   270DB,2.592478015003616
EARTH   270DV,2.342478015003617
EARTH   270JC,2.4869224594480617
EARTH   270MJ,2.6202557927813945
EARTH   270MR,2.342478015003617
EARTH   270RM,2.6996208721464736
EARTH   270RR,2.4524780150036167
EARTH   270SP,10.0
EARTH   270TT,2.342478015003617
EARTH   276,4.071738148809206
EARTH   282A,2.342478015003617
EARTH   282B,2.342478015003617
EARTH   283,2.342478015003617
EARTH   503,10.0
EARTH   596,2.8073647463952027
EARTH   597,10.0
EARTH   598,10.0
EARTH   599,10.0
EARTHW   20,7.046745384429211
ECE       1,10.0
ECE       1A,10.0
ECE       1B,10.0
ECE       2A,9.758812130878004
ECE       2B,7.746710755682079
ECE       2C,8.890901775132143
ECE       3,4.026895988351774
ECE       5,2.4603080456901014
ECE       6,4.964429234515812
ECE      10A,6.5918271261003
ECE      10AL,2.743553263411682
ECE      10B,8.346452455982504
ECE      10BL,4.025466756834786
ECE      10C,7.398929404273671
ECE      10CL,3.52789827310488
ECE      15A,7.235549837267029
ECE      15B,4.6807133091212645
ECE      92,2.870255792781397
ECE      94E,2.342478015003617
ECE      94R,3.279978015003617
ECE     120A,4.62539229002831
ECE     120B,4.854994095235214
ECE     121A,3.53675410927971
ECE     121B,3.3424780150036177
ECE     122A,6.62160871211677
ECE     122B,7.517348144873747
ECE     123,7.196644681670285
ECE     124A,6.2853839979096
ECE     124B,6.293708745734348
ECE     124C,7.03226920420657
ECE     124D,6.467478015003617
ECE     130A,7.998537473680184
ECE     130B,6.908730093267593
ECE     130C,6.53737818546356
ECE     132,7.7346288168914
ECE     134,7.581077073200365
ECE     135,5.796800122634547
ECE     136B,4.419401091926693
ECE     136C,2.582478015003617
ECE     137A,8.375546455073117
ECE     137B,8.718483640017222
ECE     139,6.136035788495692
ECE     141A,8.429274551800152
ECE     141B,4.342478015003616
ECE     142,3.717839554948491
ECE     144,5.450419268239071
ECE     145A,6.245990429661543
ECE     145B,5.646669336502631
ECE     145C,4.64783515786076
ECE     146A,5.549304331388758
ECE     146B,5.4261204142710175
ECE     147A,6.19361240162911
ECE     147B,4.990885899853809
ECE     147C,2.8063669038925063
ECE     148,4.556771040200204
ECE     149,8.2489594964851
ECE     150,4.49381953528201
ECE     151,5.309739919765521
ECE     152A,6.62000924767969
ECE     152B,5.1521027713389
ECE     153A,5.441225012557622
ECE     153B,6.064667169996037
ECE     154,7.407064394145917
ECE     154A,5.69015223605266
ECE     154B,4.46907877492481
ECE     155A,4.244721604747206
ECE     155B,5.384144681670286
ECE     156A,5.19467836891175
ECE     156B,5.09311687404401
ECE     157A,3.8153975289448026
ECE     157B,3.3259569473288986
ECE     158,4.931064154587656
ECE     160,5.838163681210596
ECE     162A,5.000114577588977
ECE     162B,3.8633084863468583
ECE     162C,3.563473685999288
ECE     178,6.717191864780297
ECE     179D,5.900834491063442
ECE     179P,6.075715610741213
ECE     180,5.438536573562176
ECE     181,7.238342810197056
ECE     181A,6.279978015003618
ECE     181B,7.040863545104985
ECE     181C,3.3869224594480603
ECE     183,6.5355876831132855
ECE     188A,2.746913985991538
ECE     188B,2.8853644462179178
ECE     188C,3.189800613009825
ECE     189A,3.198566332107206
ECE     189B,3.249942872486652
ECE     189C,3.905272442798045
ECE     192,2.3924780150036167
ECE     193,3.7710494435750457
ECE     194B,4.870660249435851
ECE     194BB,3.3062371725127733
ECE     194D,4.744750742276344
ECE     194E,4.215902923428526
ECE     194J,4.058304760721668
ECE     194M,7.29850378999491
ECE     194N,4.0843430943686965
ECE     194P,2.7313669038925044
ECE     194Q,3.7730335705591713
ECE     194R,2.342478015003617
ECE     194T,3.620255792781392
ECE     194U,2.6398264998521026
ECE     194V,6.087423069948672
ECE     196,2.589700237225839
ECE     199,4.800811348336951
ECE     201A,4.311847148258497
ECE     205,3.658101908177567
ECE     205A,4.1758113483369526
ECE     210A,2.464657875714881
ECE     210B,4.906763729289331
ECE     210C,3.2358113483369504
ECE     210D,3.5091446816702816
ECE     211A,3.8631030150036167
ECE     211B,2.944978015003617
ECE     215A,3.987852952566055
ECE     215B,3.92581134833695
ECE     217,4.792478015003615
ECE     218A,4.223935446461049
ECE     218B,4.156427953953555
ECE     218C,3.957691690217292
ECE     219,2.342478015003617
ECE     220A,4.405584662073707
ECE     220B,3.9015057927813945
ECE     220C,2.6152052877308924
ECE     221A,5.142310398592242
ECE     221B,4.994770167295769
ECE     223,5.20081134833695
ECE     224A,3.140753575227708
ECE     225,4.2339288260972845
ECE     227A,4.37170160502442
ECE     227B,3.848842560951496
ECE     227C,3.5250176975433014
ECE     228A,4.063402807803409
ECE     228B,2.9290851578607597
ECE     229,2.561525634051236
ECE     230A,2.990742144036978
ECE     230B,2.617403610241712
ECE     232,2.6996208721464727
ECE     234,2.342478015003617
ECE     235,4.143141824243472
ECE     236,4.032867625393228
ECE     238,2.342478015003617
ECE     240,3.0193747294003326
ECE     240A,3.8100706075962094
ECE     241,2.5270018245274266
ECE     242,4.086950804119263
ECE     243A,3.830573253098854
ECE     243B,5.029978015003618
ECE     245,4.360335157860758
ECE     248,3.1710764998521013
ECE     250,3.678589126114728
ECE     251,2.9149366774381043
ECE     252B,4.744835253353502
ECE     253,3.948116687476655
ECE     254A,2.954767990282265
ECE     254B,4.709780504181108
ECE     254C,2.998728015003615
ECE     255A,3.599934881808309
ECE     255B,3.4162364325120347
ECE     256A,4.406305165296933
ECE     256C,3.76585463838024
ECE     256D,4.009144681670284
ECE     257A,4.604535275924514
ECE     258,3.7216446816702815
ECE     258A,4.633880131405733
ECE     258B,2.925789066697023
ECE     259A,3.465346404783772
ECE     259B,3.759144681670283
ECE     260A,3.051406586432189
ECE     261,2.389353015003617
ECE     262,2.342478015003617
ECE     265,3.175811348336949
ECE     269,2.609144681670284
ECE     270,2.734533521416709
ECE     271A,3.349713834739436
ECE     271C,4.057933855459457
ECE     272A,3.19456134833695
ECE     272B,2.881343561222105
ECE     273,3.880939553465152
ECE     277,3.668691162741156
ECE     277B,4.118340083969136
ECE     278A,3.704724732944337
ECE     278B,2.4916257422763444
ECE     278C,2.6889065864321884
ECE     279,3.530609328134929
ECE     281B,3.367450453997796
ECE     282,3.688509761035363
ECE     283,3.064209215901484
ECE     284,2.87860945322484
ECE     285,7.342478015003617
ECE     289,5.042478015003617
ECE     295,10.0
ECE     493,10.0
ECE     502,10.0
ECE     594,2.5299780150036173
ECE     594A,3.583294341534229
ECE     594B,3.2710494435750475
ECE     594BB,3.286751451790665
ECE     594C,2.9247609281688822
ECE     594D,3.374205160407233
ECE     594E,2.6530549380805395
ECE     594F,2.925811348336948
ECE     594I,2.342478015003617
ECE     594N,2.5845234695490733
ECE     594Q,3.169263729289331
ECE     594T,3.3702557927813936
ECE     594U,2.878841651367253
ECE     594V,2.6718739480179714
ECE     594Z,2.44565261817822
ECE     595C,10.0
ECE     595E,10.0
ECE     595F,10.0
ECE     595R,10.0
ECE     596,10.0
ECE     597,10.0
ECE     598,10.0
ECE     599,10.0
ECON      1,8.632310828312088
ECON      2,9.304284629786036
ECON      3A,9.658768612179362
ECON      3AH,10.0
ECON      3B,9.2182831260648
ECON      3BH,10.0
ECON      5,8.655102828256002
ECON      9,7.620728948428679
ECON     10A,9.600988839657845
ECON     95,3.977992033695208
ECON     96,2.542260636385503
ECON    100A,10.0
ECON    100B,8.200580750015959
ECON    100C,7.132060440359469
ECON    101,7.035762617521721
ECON    104A,8.738405886384466
ECON    104B,7.72079240894301
ECON    106,6.881052963341132
ECON    107A,5.258102581772449
ECON    107B,5.704666516463117
ECON    109,9.19147139905171
ECON    112A,5.771591933525452
ECON    113B,5.430060783729033
ECON    114,7.278975927156783
ECON    114A,6.391093972766036
ECON    114B,6.361534767886965
ECON    115,7.86817206290382
ECON    116A,7.5051099169420254
ECON    116B,4.784744976760832
ECON    116C,4.333426580327182
ECON    117A,6.019704102743523
ECON    118,7.0132920797582985
ECON    118H,10.0
ECON    120,6.393355207986074
ECON    122,6.729415385822982
ECON    127,5.131065863936294
ECON    130,8.239345794208031
ECON    132A,8.128926561263683
ECON    132AH,10.0
ECON    133,6.839528339576631
ECON    134A,7.675962043677176
ECON    134B,5.059922670285084
ECON    134C,4.7781848671246685
ECON    135,7.1369428445169945
ECON    136A,7.659376811979489
ECON    136AH,10.0
ECON    136B,8.613745119463555
ECON    136BH,10.0
ECON    136C,8.55516470950456
ECON    136CH,10.0
ECON    137A,7.621280418502517
ECON    137AH,10.0
ECON    137B,7.468568152557106
ECON    137BH,10.0
ECON    138A,6.4331891110001695
ECON    138B,5.947906130157444
ECON    139,7.237964088402746
ECON    139H,10.0
ECON    140A,7.800852295535604
ECON    140B,6.259621099567867
ECON    141,3.556763729289333
ECON    145,4.731598171237555
ECON    150A,7.736256938620763
ECON    150B,6.171952548688446
ECON    151,5.459144681670285
ECON    152,6.208881561609857
ECON    154,6.745703821455229
ECON    155,7.006462495435465
ECON    156,4.393604763498787
ECON    160,7.796234230433384
ECON    164,6.312629558410833
ECON    170,6.797879871782471
ECON    171,7.6589898500383295
ECON    174,4.529768827574081
ECON    176,5.948186443935239
ECON    177,6.093850413740146
ECON    180,7.4086769328070625
ECON    181,7.245748441548499
ECON    182,6.904012758806336
ECON    182H,10.0
ECON    185,9.229939945324954
ECON    187,7.420871409803261
ECON    189,7.3402405345929935
ECON    189H,10.0
ECON    191AC,6.4424780150036165
ECON    191D,3.112085858140873
ECON    191DS,4.297023469549073
ECON    191EG,5.439707633166671
ECON    191ET,4.3475299801980345
ECON    191F,2.925811348336953
ECON    191G,5.842478015003618
ECON    191HH,6.880939553465155
ECON    191JB,3.43071330912126
ECON    191JS,3.3801425808299483
ECON    191KH,7.342478015003617
ECON    191PF,7.656871954397555
ECON    191S,2.342478015003617
ECON    193,10.0
ECON    194DG,2.3980335705591727
ECON    194S,2.5505633324639345
ECON    194SA,3.0924780150036177
ECON    194SD,4.475811348336951
ECON    194SE,4.292478015003615
ECON    194SM,3.2091446816702835
ECON    196A,2.698105117915787
ECON    196B,2.774621099510147
ECON    199,2.592478015003617
ECON    199RA,2.7758113483369504
ECON    204A,3.318084312301091
ECON    204B,3.877303002108016
ECON    204C,3.977933213982976
ECON    205A,4.307923443944318
ECON    205B,5.02094332670074
ECON    208,4.590971456990972
ECON    210A,4.999394315526056
ECON    210B,4.564432960876234
ECON    210C,4.063797527963997
ECON    214A,2.850216110241712
ECON    214C,2.573247245772849
ECON    215B,2.6202557927813945
ECON    215E,2.342478015003617
ECON    215G,2.342478015003617
ECON    215H,2.442478015003617
ECON    216A,3.669858967384569
ECON    216B,2.342478015003617
ECON    224,4.118668491194093
ECON    226,4.545705139186622
ECON    228,2.342478015003617
ECON    230A,3.523033570559173
ECON    230B,2.47581134833695
ECON    230C,2.759144681670284
ECON    230D,2.72581134833695
ECON    230F,2.342478015003617
ECON    230G,2.342478015003617
ECON    230I,2.342478015003617
ECON    234A,5.221776956802557
ECON    234B,5.048360367944795
ECON    235A,2.342478015003617
ECON    235D,2.993549443575045
ECON    240A,4.384845379367382
ECON    240B,4.0848505021088375
ECON    240C,3.472983967384569
ECON    241A,4.391775789669038
ECON    241B,4.499828551372009
ECON    241C,3.936831816682079
ECON    242,3.379978015003617
ECON    245A,2.9688427654492493
ECON    245B,3.3052756340512364
ECON    245C,2.89238331803392
ECON    245E,2.924296196821799
ECON    245F,2.9895368385330285
ECON    245G,3.0581642895134227
ECON    245H,2.715205287730892
ECON    245I,2.4570613483369503
ECON    245J,2.4299780150036168
ECON    245L,2.6903315503571505
ECON    245M,2.861708784234388
ECON    249,2.342478015003617
ECON    250A,2.845255792781395
ECON    250B,2.7145868585410318
ECON    250C,3.0174780150036167
ECON    250D,2.6523788984339114
ECON    250E,2.576853015003617
ECON    250I,2.9549780150036167
ECON    251,3.783654485591849
ECON    253A,2.342478015003617
ECON    253B,3.134144681670283
ECON    260A,3.382055104580705
ECON    260B,3.613906586432189
ECON    260C,2.442478015003617
ECON    260D,2.342478015003617
ECON    260E,2.404978015003617
ECON    260G,2.5347857073113094
ECON    260H,2.342478015003617
ECON    260I,3.953589126114729
ECON    260J,2.654978015003617
ECON    260K,2.9924780150036163
ECON    271,4.163906586432187
ECON    273A,4.339309564160747
ECON    274,4.051077164392242
ECON    276,2.342478015003617
ECON    276A,2.527663200188802
ECON    276B,2.342478015003617
ECON    277A,2.701853015003617
ECON    278,4.960125073827146
ECON    278A,2.342478015003617
ECON    278B,2.342478015003617
ECON    278C,3.67581134833695
ECON    278H,2.342478015003617
ECON    282,3.985335157860756
ECON    290,10.0
ECON    290DM,10.0
ECON    293,2.65371481741689
ECON    294,10.0
ECON    295,10.0
ECON    297,10.0
ECON    594EB,10.0
ECON    594EC,10.0
ECON    594ED,10.0
ECON    594ER,10.0
ECON    594LR,10.0
ECON    594MA,9.009144681670284
ECON    594SA,2.5299780150036173
ECON    594SD,2.967478015003617
ECON    594SE,3.1549780150036173
ECON    594SM,6.654978015003616
ECON    596,7.342478015003617
ECON    597,10.0
ECON    599,10.0
ED        3A,4.419873409194347
ED        4A,4.353258269321023
ED       10,10.0
ED       20,4.021847769837616
ED       20I,4.3034951479465775
ED       99,2.739029739141548
ED      103,3.0943136825168347
ED      109M,10.0
ED      111,4.668982610761669
ED      117M,10.0
ED      118,4.052439638547063
ED      120,2.887678925204527
ED      121,3.491658616797293
ED      122,10.0
ED      123,3.4890065539922084
ED      124,3.0725081112984984
ED      125,3.995336836471012
ED      126,4.0576571868771225
ED      128,3.510535828639438
ED      129,6.174407803964655
ED      130,3.461163911732342
ED      131,4.535096172167856
ED      132,2.342478015003617
ED      133,2.7410525764071254
ED      134,5.249202926618402
ED      135,5.270978088326343
ED      136,7.869982975321077
ED      137,4.010280058682239
ED      139,2.493993166518768
ED      140,4.2655549380805375
ED      142,3.785701458227059
ED      145,6.007952009608047
ED      146,3.3951095939509863
ED      150,3.8529719190512712
ED      173,3.7162186824299863
ED      176B,3.14361796953716
ED      187,5.269127320559172
ED      190,3.970175806357019
ED      191A,5.10739029570537
ED      191B,6.261228015003617
ED      191C,4.411483408923199
ED      191D,10.0
ED      191W,5.102462048944619
ED      197,3.2764745783198186
ED      199,2.5851064079318387
ED      199RA,3.052288558061317
ED      200,5.67581134833695
ED      200A,10.0
ED      200B,10.0
ED      201B,2.7210494435750454
ED      201D,2.6318394054928267
ED      201F,8.698680236694969
ED      201G,2.436228015003617
ED      202A,2.3543827769083787
ED      202B,2.342478015003617
ED      202C,2.342478015003617
ED      202D,2.342478015003617
ED      202E,3.1758113483369503
ED      202F,3.009144681670284
ED      202H,3.5470234695490706
ED      202I,2.527663200188802
ED      203A,2.342478015003617
ED      205,2.569773933370964
ED      206,2.6996208721464736
ED      207,2.573247245772849
ED      208,2.433387105912709
ED      209A,2.342478015003617
ED      209B,3.3424780150036177
ED      209C,2.342478015003617
ED      209D,10.0
ED      209E,2.717478015003617
ED      209G,3.0174780150036167
ED      209H,2.342478015003617
ED      209I,3.3674780150036163
ED      210,2.754978015003617
